nom_centre      codi_centre     places_ofertades        assignacions_en_primera         assignacions_altres     naturalesa
Santa Dorotea	8004778	50	47	1	Privat
Santa Marta	8036950	20	11	5	Privat
Santa Teresa - Ganduxer	8004201	75	61	1	Privat
Santa Teresa de Jesús	8010304	20	13	4	Privat
Santa Teresa de Lisieux	8009508	50	38	4	Privat
Santísima Trinidad	8009235	22	13	6	Privat
Santíssima Trinitat	8001170	25	20	0	Privat
Seimar	8027602	22	18	0	Privat
Shalom	8005771	20	20	0	Privat
Sil	8004080	50	29	2	Privat
Singuerlín	8027559	22	22	0	Privat
Solc	8042664	23	11	8	Privat
Tecla Sala	8019058	75	63	1	Privat
Thau	8003816	100	81	5	Privat
Túrbula	8025137	50	50	0	Privat
Urgell	8036469	21	13	2	Privat
Utmar	8018972	25	22	2	Privat
Valldaura	8008474	42	42	0	Privat
Vedruna Àngels	8005618	26	19	6	Privat
Vedruna Immaculada	8010341	42	29	3	Privat
Vedruna-Gràcia	8006908	46	23	6	Privat
Verge de les Neus	8027560	44	43	1	Privat
Verns	8008796	25	8	6	Privat
Virgen del Carmen	8027754	22	7	1	Privat
Virolai	8006751	23	23	0	Privat
Voramar	8008851	40	33	4	Privat
